,UID,COUNTYID,STATEID,zip_code,area_code,lat,lng,ALand,AWater,pop,male_pop,female_pop,rent_mean,rent_median,rent_stdev,rent_sample_weight,rent_samples,rent_gt_10,rent_gt_15,rent_gt_20,rent_gt_25,rent_gt_30,rent_gt_35,rent_gt_40,rent_gt_50,universe_samples,used_samples,hi_mean,hi_median,hi_stdev,hi_sample_weight,hi_samples,family_mean,family_median,family_stdev,family_sample_weight,family_samples,hc_mortgage_mean,hc_mortgage_median,hc_mortgage_stdev,hc_mortgage_sample_weight,hc_mortgage_samples,hc_mean,hc_median,hc_stdev,hc_samples,hc_sample_weight,home_equity_second_mortgage,second_mortgage,home_equity,debt,second_mortgage_cdf,home_equity_cdf,debt_cdf,hs_degree,hs_degree_male,hs_degree_female,male_age_mean,male_age_median,male_age_stdev,male_age_sample_weight,male_age_samples,female_age_mean,female_age_median,female_age_stdev,female_age_sample_weight,female_age_samples,pct_own,married,married_snp,separated,divorced,Bad Debt,population_denisty,median_age
male_pop,-0.023452804299128008,0.0027158314103574617,-0.031264260612449336,0.09192883501185262,0.03396901078642609,-0.0824419495909336,-0.09987294425952593,-0.023170263598051542,-0.00946717774373528,0.9838347207383655,1.0,0.9373416562465795,0.16039649272338002,0.15457950812685373,0.10910709801564979,0.22838540813631455,0.37906014942897703,0.051482775797742755,0.04387062226679155,0.0032690268200811063,-0.020260826915496313,-0.029168680421889553,-0.03759346523745059,-0.04625383682614643,-0.05836029449133725,0.3935939198161671,0.38344436983989894,0.1771997982123687,0.18392526794501074,0.12852327880815606,0.6787612383394571,0.8702589883511743,0.13572532340125276,0.1305357401208818,0.11001559611508606,0.7600603301820659,0.9089756122860759,0.11094427111835359,0.10568443311938744,0.08591278352812212,0.6323233403634905,0.7590728966081953,0.05088977231353994,0.04840098644943518,0.05576641264485437,0.45506073640717337,0.38711067912698566,0.08303628839877136,0.08148579019037482,0.10309458406238967,0.2460530840376599,-0.1490167965707001,-0.12624714141150203,-0.24794818061333201,0.033251635907808726,0.03921337985644952,0.03204684891719209,-0.21083219195055125,-0.1701705946858947,-0.09285161721177373,0.9542584789897228,0.9999520648864492,-0.20507514127262536,-0.16386482148496692,-0.08258816541428922,0.885303916601197,0.9372898872886748,0.09689782333929739,0.1463716572673849,-0.00733324054723329,-0.07804897920211556,-0.15644407366167673,0.1026737737421368,0.005243563809234369,-0.17747277788152824
female_pop,-0.021487798058385,0.0011763128792048514,-0.026813345727969267,0.05496644077590176,0.029152356035549085,-0.09137673718210385,-0.06336322824442459,-0.04434129384010753,-0.01613031057376195,0.9845824167537431,0.9373416562465795,1.0,0.16469607074668915,0.1582688941109457,0.12124736204249267,0.2628271641004419,0.4150559258844753,0.0723908967355842,0.07065436086885075,0.03228128919887501,0.00852466313064333,-0.0016498206075864197,-0.011964703707196182,-0.02110208390327485,-0.03365603057889313,0.42948509845679606,0.4196534360454176,0.1672753357026554,0.17242581053585357,0.1257297923728409,0.721825539752392,0.9076074622805249,0.13235512684817857,0.12777633457678914,0.10966710395925107,0.7867935351586327,0.9336066434995068,0.11291198817692703,0.10787763234397936,0.08515926159220667,0.649563975087579,0.776863038811656,0.06436275664133946,0.06283738774075706,0.05873483128640348,0.46631838642130163,0.39041588030271845,0.08697027078445783,0.08583378810344999,0.1076317982844295,0.25223954516408603,-0.15301516808035898,-0.13515537878920678,-0.25497344979609327,0.06345753338228464,0.07261974838098778,0.04718264102080959,-0.1806849354908896,-0.145709429647744,-0.019503431011114826,0.8879209715977513,0.9372891967989851,-0.19459718277874408,-0.16450701343627386,-0.03703974935609551,0.947531823721784,0.9999502966857136,0.08253937240628964,0.18892182550314843,-0.05576622512390205,-0.08414683879322131,-0.17520221617376336,0.10742879252878106,0.028151119610797373,-0.1604490273343892
rent_mean,-0.18348522525609068,-0.09369291534579315,-0.21010082841458594,0.07396809399141266,0.04427989567023215,0.002858673314442614,-0.16654068253243604,-0.0724205358478721,-0.011869523848532805,0.16517922103990912,0.16039649272338002,0.16469607074668915,1.0,0.9760435739782107,0.6649759073688122,-0.3908388710031971,-0.013678362227655724,0.0957122624143476,0.10680034583551744,0.05121725258853538,0.0009145679699277576,-0.007208385506725152,-0.0036407805228486777,-0.007030967455496267,-0.009342584334835058,-0.03669863090770427,-0.008418256822152023,0.7601158042109902,0.7558490350736655,0.6563883377460362,-0.2807501795260692,0.11119116516488654,0.7085833133970235,0.7041116351391539,0.5768370014212796,-0.22444648838144043,0.16943172509065835,0.759908858144084,0.7595971295338294,0.5729367245892004,-0.15333875963072915,0.29375891591114334,0.6048072606717895,0.5866623511676994,0.4511305210833313,-0.14682240842352726,-0.30491225893426765,0.13166915017695308,0.15589274391416402,0.4199592546303683,0.45122377595786745,-0.1856314270515882,-0.43431372393354994,-0.46500652745625154,0.3608845117650789,0.3713832706604858,0.32636013233936656,0.0494063445443481,0.09755166749428977,-0.11627853462777994,0.1313582775730981,0.160393614210144,0.008833082943331032,0.05079175369045384,-0.18492173845371354,0.13328304498385363,0.16469344495007715,0.14683804991871013,0.26280949091540984,-0.11129763878988073,-0.1946517117952686,-0.3851232656531773,0.4236143294542188,0.1793893495717275,0.07652994599104562
rent_median,-0.17852393268764657,-0.09163225109762227,-0.20419389573491603,0.06662857309608537,0.04454654372941172,0.00021383129558441978,-0.15679676936159148,-0.07059391003432668,-0.011436068603887779,0.15895529992247381,0.15457950812685373,0.1582688941109457,0.9760435739782107,1.0,0.579409304941337,-0.3850045296361478,-0.018829907660563663,0.09509734783648717,0.10771544977972444,0.05450893701062856,0.0029128526254103464,-0.006440664745952624,-0.0039989411394851,-0.00861162198974747,-0.011922044588302089,-0.040783859125139155,-0.013714913817204518,0.7238173184860419,0.7261168981960173,0.6098410402319786,-0.27378871639359287,0.09953002505524058,0.6657919129694401,0.6649175515021284,0.5305762354116434,-0.20678003860194957,0.16367482471974582,0.7219780252663168,0.7235936432376833,0.5337242513331968,-0.14468264362697966,0.27990490522754524,0.5722466713948479,0.5566803096631819,0.41934265197473014,-0.14824169242677876,-0.2950886535998724,0.13031710409632705,0.15366276786580774,0.3971749497386291,0.43693320531997976,-0.17966344172987192,-0.4103834916579249,-0.45060870015938814,0.3295292538713847,0.3398344861486412,0.29698544305463837,0.03179631834223038,0.08077277407277768,-0.11748156138621826,0.12382922720063366,0.1545755319215389,-0.008297826515115942,0.03539517840719061,-0.18690698567989406,0.1254616104368597,0.1582651138113609,0.1390137476339137,0.25038987938372115,-0.09864612954403529,-0.17985144836702108,-0.3683988128121283,0.4010825020437236,0.17926674800967896,0.05969381058597993
rent_stdev,-0.13953521723144693,-0.08853399755740927,-0.1555284043420248,0.036177186569794365,0.0071325160349827044,0.05910952432770564,-0.12356778744461593,-0.036259188336459386,0.001312194279137449,0.1170971380815095,0.10910709801564979,0.12124736204249267,0.6649759073688122,0.579409304941337,1.0,-0.1847519850081416,0.06537288405601749,-0.016456392356358058,0.03709617291377733,0.038390296223954484,0.029141651788099937,0.021388471606452616,0.024224807629676152,0.026978309609032282,0.03772664605425259,0.051327372343961425,0.0676623529098264,0.5563468603418134,0.5228973019719685,0.58086881480903,-0.17141035928766696,0.11576494884267334,0.5652413524378915,0.5522430151008049,0.5340870482497592,-0.20529802594328206,0.09877376832707684,0.6425257279909312,0.6369291494948087,0.528322277591825,-0.17177534345315312,0.18076775729991243,0.5144480103180787,0.4941674508510204,0.4419292917734929,-0.08543172143134684,-0.22268321810534425,0.06457907300323643,0.08562505724250334,0.3131668902257967,0.28374762946747595,-0.10653884258244208,-0.3221867822548558,-0.28938718687345766,0.27215450656112816,0.28545914793934024,0.24102759748710803,0.10732837888320794,0.11500213901806977,-0.02547520036038759,0.09807125980068919,0.10910047199620476,0.10150238228138628,0.09970592680406933,-0.04007301757288322,0.10713254589567991,0.1212413434659391,0.04501640168728819,0.13192392761805108,-0.07172096121188665,-0.14233859871981708,-0.28040339539783465,0.31584200986274674,0.18469583706385093,0.11262801838987266
rent_sample_weight,0.05454069087173526,0.04335884429728035,0.05393766058240029,0.03071952272065728,-0.04833042646789412,-0.0012993114481038778,0.0004210762602520596,-0.0476362249715576,-0.01730102539665572,0.24975137209525852,0.22838540813631455,0.2628271641004419,-0.3908388710031971,-0.3850045296361478,-0.1847519850081416,1.0,0.8037743987393847,0.056432291078115086,0.09536423924890092,0.1279905300746117,0.14731637265981495,0.12955974847557095,0.11392108431780983,0.10700265010075666,0.09955259307902016,0.8084015438982067,0.7984860556753605,-0.47977544134551886,-0.48956230182385096,-0.3757300804056047,0.6688842182718594,0.3739251905008898,-0.4247258881545346,-0.42379503219167786,-0.29624036459621583,0.40097794297826395,0.10726177371713776,-0.2739625307567301,-0.2668154102190812,-0.26927794284844275,0.037604279434087964,-0.16189924398701142,-0.21578528813873982,-0.20166214278673422,-0.18436867090244552,-0.06527241004824859,-0.001686410604507686,0.003571119065373906,-0.005493122664901786,-0.158720748758228,-0.0688409524180623,0.10892062891717272,0.18357808541658555,0.08217042212544355,-0.24890091547123405,-0.22924504763569128,-0.25576219399521005,-0.285976727799676,-0.3563340245702274,-0.1674738899924253,0.25236230167219703,0.22838421545823634,-0.2235806333599761,-0.31909628266873646,-0.05605779774900753,0.295172475223215,0.2628279849811319,-0.6352268448450635,-0.4601743760196796,0.21993635889533938,0.21228140417482252,0.2162075833777445,-0.15777784491196858,0.170661024023983,-0.34908730183674097
rent_samples,-0.04395860797695466,-0.007873404129179066,-0.05334342490633733,0.06588563201825842,-0.0274402498717434,-0.015145997659295463,-0.08787178235762856,-0.0714363375890676,-0.02113112001454206,0.403641722452527,0.37906014942897703,0.4150559258844753,-0.013678362227655724,-0.018829907660563663,0.06537288405601749,0.8037743987393847,1.0,0.10553358693323964,0.1500606354236812,0.15713221805670638,0.1531397321155384,0.13262345469807724,0.11730867433407836,0.10761970928558262,0.10079537822970962,0.9956039151432454,0.9982162056463986,-0.22037910315150028,-0.244991712535084,-0.11982296057498618,0.6369274718949618,0.5305836115726841,-0.16972781735213854,-0.18218286208693682,-0.0512422190703667,0.3668120132250381,0.22696058014750284,0.06341606362519402,0.06387789346740629,0.0033600922380514833,-0.04722201076810045,-0.04540026924771169,0.03588533934134265,0.04111085873075412,0.02986590863691915,-0.1570184515146483,-0.15673517496431177,0.0819691364871361,0.08370447262315651,0.0001838362995400905,0.1458790477186775,0.0377497844271575,0.022526079937404263,-0.14360592273182174,-0.11307682805457601,-0.08707553107957623,-0.13548348880617914,-0.30794918826547185,-0.3724989943028334,-0.31607427032222074,0.37675478607368995,0.37906778196221624,-0.2662159315188213,-0.36196507514754483,-0.21777268698934882,0.4212656912556454,0.4150658796551016,-0.7088755105432767,-0.414041044216771,0.21575128911070685,0.14699858476073108,0.051592166644717066,0.004492594943077902,0.3941299957157174,-0.3804369678160453
rent_gt_10,-0.056490959653091616,-0.015433139607261604,-0.05230323430012832,-0.0032834611346730094,0.030421452692379558,-0.057576530330901064,-0.010610876352326212,-0.10879683632467992,-0.04013422548602487,0.06305506708171124,0.051482775797742755,0.0723908967355842,0.0957122624143476,0.09509734783648717,-0.016456392356358058,0.056432291078115086,0.10553358693323964,1.0,0.6125157004327646,0.4531643251323158,0.3638091974672812,0.3128530142951245,0.2802216009910508,0.2553222486428029,0.21690456910681377,0.09864707746128151,0.10501570832623078,-0.10088807640877852,-0.09634598809578653,-0.1123985906206385,0.08865957556263217,0.04714931593816014,-0.10300604637301738,-0.10821645773933387,-0.08021959438410296,0.08007645796119194,0.033093317085410814,0.008046993568291248,0.0067955032837925386,-0.0248754201085404,0.0043618858843597185,0.030477680045460826,-0.014723638664522235,-0.013099657468625967,-0.046460882192826326,-0.09777205143476243,-0.09787503476219206,0.07304842910710405,0.07768196518246168,0.06920241694140845,0.14798478239362323,-0.05876795191339457,-0.07343890373460407,-0.14754845822886087,-0.060561242359210295,-0.055382465401268066,-0.0647963102745086,-0.10141023608914018,-0.11217004286721934,-0.07495595077483902,0.05719414543809331,0.05150127251512548,-0.07401568602529027,-0.08770334445983237,-0.06687521928873154,0.0773273926866584,0.072410933242704,-0.11427436572360616,-0.10361965244201102,0.04489015693311316,0.0458232579008471,-0.001619687123436757,0.07230051817923834,0.045835353837956276,-0.10357356848805158
rent_gt_15,-0.0956612363435054,-0.026110845444558235,-0.08911576592972527,0.0017871050088107635,0.03151131015321398,-0.0823292583132583,-0.027862749317128847,-0.10454338819315284,-0.03378035767009642,0.058340801228107204,0.04387062226679155,0.07065436086885075,0.10680034583551744,0.10771544977972444,0.03709617291377733,0.09536423924890092,0.1500606354236812,0.6125157004327646,1.0,0.7444194804753408,0.6066028907381357,0.5216131175645615,0.46247806045393797,0.42119258844975455,0.36417960995777576,0.1432885167104281,0.14815937615294633,-0.1558594782759107,-0.1573087665979923,-0.13960560766592464,0.10608086928138791,0.026528557483918195,-0.15675821580720767,-0.1598985889754824,-0.11230084765398979,0.08832748575914949,0.0015205770963681072,0.02457140608353945,0.02666008929458848,-0.028017604658244682,-0.05572224888504718,-0.019590610469801477,-0.010004333567864501,-0.006034973116694619,-0.045258789213310766,-0.14581178259519179,-0.14387344213806832,0.08454921654375058,0.0918475377848373,0.05998269161150114,0.14254400498345615,-0.04931740958662057,-0.05695905602025032,-0.1474897613721424,-0.13580925568444832,-0.12546997159989073,-0.1411388708374453,-0.1345619324803792,-0.15247527979759382,-0.09337789126045333,0.06049510702950586,0.04388272164522129,-0.09447405376968787,-0.11790668894985623,-0.08129551270919598,0.08601042021028935,0.07066821223678384,-0.1964849285282778,-0.19382479259962637,0.1089775725886042,0.09726773742259658,0.0035821384142423495,0.06510349800417779,0.09127504117574484,-0.13960458994974306
rent_gt_20,-0.10682049630686763,-0.025268002156242874,-0.09805958844314071,-0.008561646549775056,0.025583170694367496,-0.10701430216967422,-0.02299376572443764,-0.0917025112328805,-0.033923051128842564,0.01823337659913628,0.0032690268200811063,0.03228128919887501,0.05121725258853538,0.05450893701062856,0.038390296223954484,0.1279905300746117,0.15713221805670638,0.4531643251323158,0.7444194804753408,1.0,0.8230198926144116,0.7091556089030189,0.6311999210237687,0.5778275175012658,0.503411846281938,0.15261058767976368,0.15327678511592188,-0.2387814305185257,-0.2484414095867416,-0.18589998727981472,0.11093223370447601,-0.0231514935109158,-0.23572923225837975,-0.2393832157269341,-0.15798846600805594,0.08948481153352343,-0.053872928375925444,-0.004823714045601761,-2.719888527486008e-05,-0.056912188592917294,-0.10950479892305638,-0.10131464232178203,-0.03450480347358758,-0.02870541036763646,-0.05150597534519021,-0.15792657463970594,-0.14304035314554106,0.061889192743514516,0.0712181244524058,0.007869235466091905,0.0715066090620798,-0.009735410881358314,0.0038696248582004273,-0.07865208189345511,-0.22526861417938407,-0.21270161708760515,-0.22692557827204105,-0.142241771679608,-0.1680473202658207,-0.08421404768319037,0.03200228550946279,0.003276007393067363,-0.09397417098158664,-0.124522634467879,-0.06325289946499074,0.05981161672446813,0.0322900383810599,-0.250012943329326,-0.2641546296622456,0.16059465346508223,0.1360894281158211,0.02455703998142283,0.014609234554077517,0.11619432724211223,-0.15073489970377227
rent_gt_25,-0.10883786780273322,-0.023161040087580624,-0.09888475371682685,-0.016364303233007447,0.018036727617499602,-0.1092005719443263,-0.0131530580289879,-0.0805665696767549,-0.02870033166906186,-0.005790460256290264,-0.020260826915496313,0.00852466313064333,0.0009145679699277576,0.0029128526254103464,0.029141651788099937,0.14731637265981495,0.1531397321155384,0.3638091974672812,0.6066028907381357,0.8230198926144116,1.0,0.8638985229679994,0.7726289506599642,0.7088932920957493,0.6195332196087823,0.15100628302877853,0.1480191139019429,-0.2926078783952769,-0.30552076219120333,-0.2174633174591795,0.11220749447212847,-0.05350766202968494,-0.2865033825743275,-0.28864653829784176,-0.18996335185955102,0.09034657949203548,-0.0850280383065034,-0.033943004763737857,-0.02635989206368608,-0.08211450207854347,-0.1350619463375668,-0.15076425745970762,-0.05628593662669147,-0.04911467662842884,-0.06268628034646563,-0.15301621295743242,-0.12987147810321986,0.03968134527897958,0.04939239181160887,-0.03267161070365757,0.012567307939312163,0.02065115352996943,0.04856022579400535,-0.020680674676711044,-0.28326936879077186,-0.2694429429144312,-0.2827669458665319,-0.14493578945131239,-0.17597043710200092,-0.0746505490435144,0.01657867306200781,-0.02025807056499717,-0.09406298483732557,-0.12908526522112754,-0.04825871401237438,0.044959852334905376,0.008529088922429316,-0.2752870571714719,-0.30296580816457824,0.1917176577562606,0.16107364243753922,0.03485521961810327,-0.025425100292568274,0.126015568652275,-0.15675444695266505
rent_gt_30,-0.10800842731785278,-0.019330578951300845,-0.09661744768186119,-0.016132218171947505,0.020143058203695028,-0.11936729971225979,-0.009580907037141173,-0.06656621422238877,-0.023844379006517962,-0.015492229078182299,-0.029168680421889553,-0.0016498206075864197,-0.007208385506725152,-0.006440664745952624,0.021388471606452616,0.12955974847557095,0.13262345469807724,0.3128530142951245,0.5216131175645615,0.7091556089030189,0.8638985229679994,1.0,0.8957191782721671,0.8203211286025394,0.7151974727304873,0.13192285989755015,0.12685657607746692,-0.30056537247319,-0.3121096569215789,-0.21982967140916715,0.10188134419675877,-0.06922785256815901,-0.29610525868659493,-0.29555543580800175,-0.19540210562779092,0.08876028218171436,-0.09423496723847796,-0.046373796103720555,-0.03858449957897767,-0.08622291919667355,-0.13932593077191938,-0.16657594296685815,-0.0680725569282875,-0.06101956533426913,-0.06248131827145461,-0.13545402308422738,-0.10746263141983672,0.026714975234183997,0.03582204816958426,-0.057032212385694475,-0.021546438465858304,0.03664112964406036,0.07359679125906743,0.013213549591181284,-0.29797989378024475,-0.28478847527686696,-0.2959674458754164,-0.14710590310593302,-0.1771339989501,-0.07135605571465045,0.011512747129781717,-0.02916897873019689,-0.10064871295866895,-0.13391333785216333,-0.0496612823013123,0.03873815673387747,-0.0016485803564682678,-0.2676828859030452,-0.30235211793273564,0.1960401821428995,0.165858438880049,0.030195739298171854,-0.0498529827891682,0.1265829082963055,-0.15979663582195433
rent_gt_35,-0.10122952781975517,-0.018351642512825,-0.09054448436182698,-0.02039960188960614,0.011566290948802883,-0.11621375848980663,-0.0017995416110361574,-0.059990818505190564,-0.022062770053415275,-0.025023634873522622,-0.03759346523745059,-0.011964703707196182,-0.0036407805228486777,-0.0039989411394851,0.024224807629676152,0.11392108431780983,0.11730867433407836,0.2802216009910508,0.46247806045393797,0.6311999210237687,0.7726289506599642,0.8957191782721671,1.0,0.9156325060598571,0.799376640574873,0.11699234282354296,0.11120844661839223,-0.29232483422865707,-0.3027623836075999,-0.20888419108858827,0.08645833544254038,-0.07998440488590869,-0.28624638116998374,-0.28363058164581467,-0.1865265215700302,0.07428355814365031,-0.10306406789017424,-0.04630283805597729,-0.03858873607089169,-0.08367862342180508,-0.1444562288287527,-0.17425272420330387,-0.0643481146775194,-0.057237023480901546,-0.05850803470959447,-0.12592385774731163,-0.09880845564148506,0.010197005174539968,0.018903969976248165,-0.06760196079712316,-0.042528635247592185,0.05120512083558804,0.08457499938444635,0.03464962652247359,-0.29305141775873683,-0.28063025373647105,-0.29036150065216537,-0.14136842172362254,-0.17163323545094303,-0.07054054659762006,0.006701388411473638,-0.0375960027895047,-0.10037582552750081,-0.13279751135807677,-0.05017399500165373,0.033053205959414356,-0.011965853728098098,-0.2580024877650698,-0.30112130223177086,0.18807277172877504,0.15732243530417306,0.025693935167871888,-0.060982187531442404,0.12495059080512284,-0.15665219607042102
rent_gt_40,-0.09539976780873288,-0.017652791010015705,-0.08450322663201831,-0.027890553448450404,0.009458602104884417,-0.10691284319752897,0.009141834560118023,-0.054836085777898634,-0.020041514601143152,-0.034068097177735124,-0.04625383682614643,-0.02110208390327485,-0.007030967455496267,-0.00861162198974747,0.026978309609032282,0.10700265010075666,0.10761970928558262,0.2553222486428029,0.42119258844975455,0.5778275175012658,0.7088932920957493,0.8203211286025394,0.9156325060598571,1.0,0.8711080499983329,0.10751483509300579,0.10121507603705755,-0.2868366615806079,-0.29619119462579485,-0.20143209922793667,0.0734149005889577,-0.08854668043646995,-0.27838596051398573,-0.2747120335978567,-0.17965219807581592,0.058968751631506285,-0.11216312715675787,-0.046881151937518205,-0.038936835594771915,-0.08248120309487907,-0.1480845358736976,-0.1809240276830286,-0.05821067635963967,-0.05142259609076986,-0.05194590034867693,-0.12164530954112054,-0.09574071390718057,0.002715875032709558,0.011178576795705247,-0.07222111152485854,-0.05482843112539083,0.05691137467639782,0.08917236318994824,0.0477458281912717,-0.2835856122453074,-0.2712199129501602,-0.2815074553021213,-0.1400127341233879,-0.17020062802602984,-0.07332713258967552,0.0014867454899874955,-0.04625842629093537,-0.1021939370749485,-0.13418151405280432,-0.05111720683865075,0.027991050056811732,-0.021105353666008235,-0.25207026554166034,-0.30038745660543015,0.18093294505520202,0.15033993503529464,0.01978906408027908,-0.06588935378656428,0.12632470705265603,-0.15662960128611603
rent_gt_50,-0.08115075486264264,-0.019169356756073664,-0.0691502178546139,-0.03897047501150798,-0.0008789148307404268,-0.08608742984468327,0.02436724760895914,-0.053933578759579,-0.01880175706872637,-0.04659874902911364,-0.05836029449133725,-0.03365603057889313,-0.009342584334835058,-0.011922044588302089,0.03772664605425259,0.09955259307902016,0.10079537822970962,0.21690456910681377,0.36417960995777576,0.503411846281938,0.6195332196087823,0.7151974727304873,0.799376640574873,0.8711080499983329,1.0,0.1012572919916914,0.09403190644886852,-0.2702518080483726,-0.2786422435586637,-0.18164831315224944,0.05390174102632454,-0.09403584258746632,-0.2557224211714541,-0.2498665621310472,-0.1601987415312121,0.029695816405900282,-0.12356042475575446,-0.039719323783961674,-0.03237587432532439,-0.07270489969114984,-0.15290012037743397,-0.18380968055064859,-0.04376181347537115,-0.03827924042361634,-0.03964714681793865,-0.12119349040300643,-0.0983696007563933,-0.002569686300071559,0.002882869091333464,-0.07296885184365001,-0.06264486742080469,0.06271012928325947,0.08882086305144168,0.055203143882153846,-0.26061009902953064,-0.24796481339745355,-0.2602470951777346,-0.13651870681687647,-0.16643412118251188,-0.07491943043874133,-0.006465546740228046,-0.05836764023956652,-0.0992922634566066,-0.1317617143035751,-0.05129326424210134,0.020869606465142278,-0.033662136998882757,-0.24391972790376262,-0.30270822495022454,0.16421480900007288,0.13891226337372206,0.012571870457603482,-0.06824010131232781,0.12984487558264277,-0.1534450319446297
universe_samples,-0.037599852178331235,-0.005523041980667337,-0.04107825794986745,0.05996091564001699,-0.02607674396678294,-0.035253625668054615,-0.08155292206879174,-0.0627374004674554,-0.01874076869683073,0.41835485655198834,0.3935939198161671,0.42948509845679606,-0.03669863090770427,-0.040783859125139155,0.051327372343961425,0.8084015438982067,0.9956039151432454,0.09864707746128151,0.1432885167104281,0.15261058767976368,0.15100628302877853,0.13192285989755015,0.11699234282354296,0.10751483509300579,0.1012572919916914,1.0,0.994481679796521,-0.2413798177671456,-0.2663639041620263,-0.1356788521103875,0.6643365289193326,0.5470655180854979,-0.18975470041921388,-0.20176814078932312,-0.06620779430756521,0.3962697407253333,0.24306548309890028,0.04156125205956686,0.04178641047085913,-0.00792404780046545,-0.02752813137192555,-0.04221718091722273,0.012724737317466454,0.018396308202149304,0.0191248812349318,-0.12260474909452983,-0.1153244537453178,0.07050544261677982,0.07150227067701706,-0.021973284397675916,0.11478368939423857,0.04914863293159213,0.04582094930323237,-0.11352384362143719,-0.12758043598649524,-0.10265715882413957,-0.14820685662912242,-0.3013504734045986,-0.36700669125081925,-0.3000676438816445,0.3901928591897794,0.39355184584636976,-0.25949393181002933,-0.35519123371685823,-0.2028284618917196,0.4342672776843604,0.4294444369436068,-0.7045531272418626,-0.41221908514133637,0.21785169518822414,0.15302411367987998,0.06344658777670642,-0.01779961578727871,0.38622520817389183,-0.37400731262789033
used_samples,-0.043733694659713426,-0.008991884088328636,-0.05415168276339599,0.06852269047387784,-0.026713185748005262,-0.010306506187711948,-0.09128955903488033,-0.0710978419532715,-0.020934226067877617,0.4082058950086181,0.38344436983989894,0.4196534360454176,-0.008418256822152023,-0.013714913817204518,0.0676623529098264,0.7984860556753605,0.9982162056463986,0.10501570832623078,0.14815937615294633,0.15327678511592188,0.1480191139019429,0.12685657607746692,0.11120844661839223,0.10121507603705755,0.09403190644886852,0.994481679796521,1.0,-0.2132198684709105,-0.23815453507055517,-0.11365529519224156,0.6380019921805501,0.5358985496024194,-0.16372874585406877,-0.17656498440332943,-0.046225645835160596,0.37040284960370107,0.23396116148434742,0.06692947699564789,0.06720064891201438,0.00792337700365838,-0.041683092670099176,-0.0374092319889332,0.03879708604224287,0.04369317360871361,0.03293276408921369,-0.1545974116254492,-0.1555190651642367,0.08410007872180404,0.08573873153316533,0.004511537918898418,0.15094194637464614,0.03235090527203933,0.016069304036565955,-0.148493670221386,-0.10803444354216281,-0.08215002817792334,-0.13090821616222625,-0.30439036770305433,-0.36824241240169964,-0.30872971725603954,0.3773431244442246,0.3834050090745177,-0.26305641615971986,-0.3580352240859886,-0.21018850885115664,0.4220094959426904,0.41961555135080597,-0.7038128629502228,-0.4044839620274313,0.21391856611362864,0.1448699234978545,0.05301963239455081,0.008729966058468798,0.3928436638844279,-0.37617341986251224
hi_mean,-0.04896669498866183,-0.07161072931036672,-0.07971446459186537,0.005912739087474631,0.018714022888642656,0.13607503656675954,-0.05986873188544251,-0.03145272065738551,-0.0037345745726737986,0.1749410900272401,0.1771997982123687,0.1672753357026554,0.7601158042109902,0.7238173184860419,0.5563468603418134,-0.47977544134551886,-0.22037910315150028,-0.10088807640877852,-0.1558594782759107,-0.2387814305185257,-0.2926078783952769,-0.30056537247319,-0.29232483422865707,-0.2868366615806079,-0.2702518080483726,-0.2413798177671456,-0.2132198684709105,1.0,0.9801483461877456,0.9025488944751189,-0.3572616580653653,0.15634123340498948,0.9646368960253977,0.952721474934997,0.8008835307506801,-0.28187611274389696,0.2668268732682912,0.7741376546050385,0.7638731749257833,0.6524694697965018,-0.0012233303052636875,0.46812313949372425,0.6848187563574627,0.6578439025518749,0.5235708085949778,0.03404930683786936,-0.1601167911289292,0.08054886344671328,0.09850419847449676,0.47891832214746644,0.4257848831033775,-0.22169313736462753,-0.5152209828803954,-0.42857786697947015,0.5894343456297616,0.5844975494380724,0.5590002209103136,0.20245721748387105,0.2878086502636606,0.05448388547237329,0.1252846306314648,0.17718603996512175,0.13185405490853674,0.2172013052410773,-0.04810145183759927,0.11033184048185557,0.16719467104443833,0.4867978378026005,0.5463071516637802,-0.3084263038531623,-0.33071108906112956,-0.4119066789701017,0.4756098846378244,-0.022373697900819913,0.2608097029196526
